"goingout","gender","age","country","state","X100grandbar","maryjanes","blackjacks","bonkers","bottlecaps","butterfinger","cadburycremeeggs","candycorn","caramellos","chickosticks","chiclets","coffeecrisp","dots","googooclusters","goodplenty","gummybears","heathbar","hersheysdarkchocolate","hersheysmilkchocolate","hersheyskisses","jollyranchers","almondjoy","juniormints","kinderhappyhippo","kitkat","laffytaffy","lemonhead","redlicorice","blacklicorice","lindttruffle","lollipops","mars","maynards","mikeike","milkduds","milkyway","mms","peanutbuttermms","hersheysmintkisses","mrgoodbar","neccowafers","nerds","crunchbar","nowlater","peeps","pixiesticks","reesespeanutbuttercup","reesespieces","reggiejacksonbar","rolos","skittles","americansmarties","europeansmarties","snickers","sourpatchkids","starburst","sweettarts","swedishfish","sweetumsafriendtodiabetes","take5","tictacs","X3musketeers","tolberone","trailmix","twix","yorkpeppermintpatties"
"No","Male",47,"USA","CALIFORNIA","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY"
"No","Female",26,"USA","CALIFORNIA","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY"
"No","Male",28,"USA","","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Female",35,"DENMARK","","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH"
"No","Male",57,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH"
"No","Male",32,"USA","WA","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","JOY"
"No","Female",45,"CANADA","BC","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY"
"Yes","Male",34,"FRANCE","","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH"
"No","Male",63,"USA","CALIFORNIA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Male",53,"USA","WA","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR"
"No","Male",61,"USA","MI","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY"
"No","Male",43,"USA","CALIFORNIA","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Male",39,"JAPAN","OSAKA","JOY","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY"
"No","Male",42,"USA","CA","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",47,"USA","CA","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",43,"UK","SURREY","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","DESPAIR"
"No","Female",39,"USA","OR","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","JOY","JOY"
"","Male",49,"USA","CA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","JOY","MEH"
"Yes","Female",12,"USA","MN","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",56,"USA","MO","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH"
"No","OptOut",NA,"USA","","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY"
"Yes","Male",41,"USA","VA","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",34,"USA","VA","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY"
"No","Male",61,"USA","NY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH"
"No","Female",49,"SCOTLAND","VA","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY"
"No","Male",40,"USA","MI","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY"
"No","Male",57,"USA","TN","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH"
"No","Male",49,"USA","NC","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR"
"No","Male",35,"USA","MA","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH"
"","",NA,"","","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY"
"No","Male",44,"USA","FL","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",36,"USA","MA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY"
"No","Female",33,"USA","AL","JOY","DESPAIR","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH"
"No","Female",60,"USA","NY","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH"
"No","Male",36,"USA","TX","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH"
"No","OptOut",25,"USA","CA","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR"
"Yes","Male",38,"USA","MA","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH","JOY","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","JOY","MEH"
"","Female",23,"SOUTHKOREA","SEOUL","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY"
"No","Female",43,"USA","MI","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY"
"No","OptOut",39,"CANADA","CANADA","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY"
"No","Female",36,"USA","GA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR"
